"Klasse";"Jahrgang";"AG_Erasmus+_FachKrz";"AG_Erasmus+_ZeugnisBez";"AG_Erasmus+_Kurs";"AG_Gartenbau_FachKrz";"AG_Gartenbau_ZeugnisBez";"AG_Gartenbau_Kurs";"AG_Rechtskunde_FachKrz";"AG_Rechtskunde_ZeugnisBez";"AG_Rechtskunde_Kurs";"BI_FachKrz";"BI_ZeugnisBez";"BI_Kurs";"CH_FachKrz";"CH_ZeugnisBez";"CH_Kurs";"D_FachKrz";"D_ZeugnisBez";"D_Kurs";"DF_FachKrz";"DF_ZeugnisBez";"DF_Kurs";"E_FachKrz";"E_ZeugnisBez";"E_Kurs";"EF_FachKrz";"EF_ZeugnisBez";"EF_Kurs";"EK_FachKrz";"EK_ZeugnisBez";"EK_Kurs";"ER_FachKrz";"ER_ZeugnisBez";"ER_Kurs";"FS_FachKrz";"FS_ZeugnisBez";"FS_Kurs";"GE_FachKrz";"GE_ZeugnisBez";"GE_Kurs";"HW_FachKrz";"HW_ZeugnisBez";"HW_Kurs";"IF_FachKrz";"IF_ZeugnisBez";"IF_Kurs";"KR_FachKrz";"KR_ZeugnisBez";"KR_Kurs";"KU_FachKrz";"KU_ZeugnisBez";"KU_Kurs";"M_FachKrz";"M_ZeugnisBez";"M_Kurs";"MF_FachKrz";"MF_ZeugnisBez";"MF_Kurs";"MU_FachKrz";"MU_ZeugnisBez";"MU_Kurs";"PH_FachKrz";"PH_ZeugnisBez";"PH_Kurs";"PK_FachKrz";"PK_ZeugnisBez";"PK_Kurs";"PP_FachKrz";"PP_ZeugnisBez";"PP_Kurs";"SOL_FachKrz";"SOL_ZeugnisBez";"SOL_Kurs";"SP_FachKrz";"SP_ZeugnisBez";"SP_Kurs";"SW_FachKrz";"SW_ZeugnisBez";"SW_Kurs";"TC_FachKrz";"TC_ZeugnisBez";"TC_Kurs";"TX_FachKrz";"TX_ZeugnisBez";"TX_Kurs"
"08A";"08";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"08NW_BI";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"PP";"Praktische Philosophie";"08PP1";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"08A";"08";"AG Erasmus+";"AG Erasmus+";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"PP";"Praktische Philosophie";"08PP1";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"08SW";"";"";"";"";"";""
"08A";"08";"AG Erasmus+";"AG Erasmus+";"";"";"";"";"";"";"";"BI";"Biologie";"08NW_BI";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"PP";"Praktische Philosophie";"08PP1";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"08A";"08";"AG Erasmus+";"AG Erasmus+";"";"";"";"";"";"";"";"BI";"Biologie";"08NW_BI";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"";"";"";"KR";"Katholische Religionslehre";"08KR1";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"08A";"08";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"PP";"Praktische Philosophie";"08PP1";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"08SW";"";"";"";"";"";""
"08A";"08";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"08ER1";"";"";"";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"08MUS";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"08A";"08";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"08NW_BI";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"PP";"Praktische Philosophie";"08PP1";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"08A";"08";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"IF";"Informatik";"08INF_IF";"KR";"Katholische Religionslehre";"08KR1";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"08A";"08";"AG Erasmus+";"AG Erasmus+";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"PP";"Praktische Philosophie";"08PP1";"";"";"";"SP";"Sport";"";"";"";"";"TC";"Technik";"08TC";"";"";""
"08A";"08";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"08NW_BI";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"";"";"";"KR";"Katholische Religionslehre";"08KR1";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"08A";"08";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"";"";"";"KR";"Katholische Religionslehre";"08KR1";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"08SW";"";"";"";"";"";""
"08A";"08";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"";"";"";"KR";"Katholische Religionslehre";"08KR1";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"08SW";"";"";"";"";"";""
"08A";"08";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"IF";"Informatik";"08INF_IF";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"PP";"Praktische Philosophie";"08PP1";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"TX";"Textilgestaltung";""
"08A";"08";"AG Erasmus+";"AG Erasmus+";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"08KR1";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"08SW";"";"";"";"TX";"Textilgestaltung";""
"08A";"08";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"08NW_BI";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"PP";"Praktische Philosophie";"08PP1";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"TX";"Textilgestaltung";""
"08A";"08";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"08KR1";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"08MUS";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"TX";"Textilgestaltung";""
"08A";"08";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"08KR1";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"08SW";"";"";"";"TX";"Textilgestaltung";""
"08A";"08";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"08KR1";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"TC";"Technik";"08TC";"TX";"Textilgestaltung";""
"08A";"08";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"";"";"";"KR";"Katholische Religionslehre";"08KR1";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"08SW";"";"";"";"";"";""
"08A";"08";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"08KR1";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"08SW";"";"";"";"TX";"Textilgestaltung";""
"08A";"08";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"08NW_BI";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"PP";"Praktische Philosophie";"08PP1";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"TX";"Textilgestaltung";""
"08A";"08";"AG Erasmus+";"AG Erasmus+";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"08KR1";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"08SW";"";"";"";"TX";"Textilgestaltung";""
"08A";"08";"AG Erasmus+";"AG Erasmus+";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"FS";"Französisch";"08FS";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"08KR1";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"TX";"Textilgestaltung";""
"08A";"08";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"08ER1";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"TC";"Technik";"08TC";"TX";"Textilgestaltung";""
"08A";"08";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"08NW_BI";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"08KR1";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"TX";"Textilgestaltung";""
"08A";"08";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"08KR1";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"TC";"Technik";"08TC";"TX";"Textilgestaltung";""
"08A";"08";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"FS";"Französisch";"08FS";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"08KR1";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"TX";"Textilgestaltung";""
"08B";"08";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"";"";"";"KR";"Katholische Religionslehre";"08KR1";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"08MUS";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"08B";"08";"AG Erasmus+";"AG Erasmus+";"";"";"";"";"";"";"";"BI";"Biologie";"";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"08ER1";"";"";"";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"08MUS";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"08B";"08";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"";"";"";"KR";"Katholische Religionslehre";"08KR1";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"08MUS";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"08B";"08";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"PP";"Praktische Philosophie";"08PP1";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"08SW";"";"";"";"";"";""
"08B";"08";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"08ER1";"";"";"";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"IF";"Informatik";"08INF_IF";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"08B";"08";"AG Erasmus+";"AG Erasmus+";"";"";"";"";"";"";"";"BI";"Biologie";"";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"08ER1";"";"";"";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"08SW";"";"";"";"";"";""
"08B";"08";"AG Erasmus+";"AG Erasmus+";"";"";"";"";"";"";"";"BI";"Biologie";"08NW_BI";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"";"";"";"KR";"Katholische Religionslehre";"08KR1";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"08B";"08";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"08ER1";"";"";"";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"TC";"Technik";"08TC";"";"";""
"08B";"08";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"08ER1";"";"";"";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"08SW";"";"";"";"";"";""
"08B";"08";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"08MUS";"PH";"Physik";"";"PK";"Politik";"";"PP";"Praktische Philosophie";"08PP1";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"08B";"08";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"PP";"Praktische Philosophie";"08PP1";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"08SW";"";"";"";"";"";""
"08B";"08";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"FS";"Französisch";"08FS";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"PP";"Praktische Philosophie";"08PP1";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"08B";"08";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"FS";"Französisch";"08FS";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"";"";"";"KR";"Katholische Religionslehre";"08KR1";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"08B";"08";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"08ER1";"";"";"";"GE";"Geschichte";"";"HW";"Hauswirtschaft";"";"IF";"Informatik";"08INF_IF";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"08B";"08";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"08KR1";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"08SW";"";"";"";"TX";"Textilgestaltung";""
"08B";"08";"AG Erasmus+";"AG Erasmus+";"";"";"";"";"";"";"";"BI";"Biologie";"";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"08ER1";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"08SW";"";"";"";"TX";"Textilgestaltung";""
"08B";"08";"AG Erasmus+";"AG Erasmus+";"";"";"";"";"";"";"";"BI";"Biologie";"08NW_BI";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"08ER1";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"TX";"Textilgestaltung";""
"08B";"08";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"08ER1";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"08SW";"";"";"";"TX";"Textilgestaltung";""
"08B";"08";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"08KR1";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"TC";"Technik";"08TC";"TX";"Textilgestaltung";""
"08B";"08";"AG Erasmus+";"AG Erasmus+";"";"";"";"";"";"";"";"BI";"Biologie";"";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"08ER1";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"TC";"Technik";"08TC";"TX";"Textilgestaltung";""
"08B";"08";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"08ER1";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"08MUS";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"TX";"Textilgestaltung";""
